Case;Atividade;Inicio;Fim;Tempo(s);;
896;Parada de curta duracao;20/01/2012 17:25:02;20/01/2012 17:25:08;6;;
897;Maquina trabalhando;20/01/2012 17:25:08;20/01/2012 17:25:52;44;;
897;Retirada do Produto;20/01/2012 17:25:52;20/01/2012 17:25:52;0;;
897;Alimentacao de Maquina;20/01/2012 17:25:52;20/01/2012 17:26:02;10;;
897;Parada de curta duracao;20/01/2012 17:26:02;20/01/2012 17:26:15;13;;
898;Maquina trabalhando;20/01/2012 17:26:15;20/01/2012 17:26:58;43;;
898;Alimentacao de Maquina;20/01/2012 17:26:58;20/01/2012 17:27:08;10;;
898;Retirada do Produto;20/01/2012 17:26:59;20/01/2012 17:26:59;0;;
898;Parada de curta duracao;20/01/2012 17:27:08;20/01/2012 17:27:14;6;;
899;Maquina trabalhando;20/01/2012 17:27:14;20/01/2012 17:27:57;43;;
899;Retirada do Produto;20/01/2012 17:27:57;20/01/2012 17:27:57;0;;
899;Alimentacao de Maquina;20/01/2012 17:27:57;20/01/2012 17:28:07;10;;
899;Parada de curta duracao;20/01/2012 17:28:07;20/01/2012 17:28:12;5;;
900;Maquina trabalhando;20/01/2012 17:28:13;20/01/2012 17:28:56;43;;
900;Retirada do Produto;20/01/2012 17:28:56;20/01/2012 17:28:56;0;;
900;Alimentacao de Maquina;20/01/2012 17:28:56;20/01/2012 17:29:06;10;;
900;Parada de curta duracao;20/01/2012 17:29:06;20/01/2012 17:29:40;34;;
901;Maquina trabalhando;20/01/2012 17:29:41;20/01/2012 17:30:25;44;;
901;Retirada do Produto;20/01/2012 17:30:25;20/01/2012 17:30:25;0;;
901;Alimentacao de Maquina;20/01/2012 17:30:25;20/01/2012 17:30:35;10;;
901;Parada de curta duracao;20/01/2012 17:30:35;20/01/2012 17:30:55;20;;
902;Maquina trabalhando;20/01/2012 17:30:55;20/01/2012 17:31:39;44;;
902;Retirada do Produto;20/01/2012 17:31:39;20/01/2012 17:31:39;0;;
902;Alimentacao de Maquina;20/01/2012 17:31:39;20/01/2012 17:31:49;10;;
902;Parada de curta duracao;20/01/2012 17:31:49;20/01/2012 17:32:03;14;;
903;Maquina trabalhando;20/01/2012 17:32:03;20/01/2012 17:32:47;44;;
903;Retirada do Produto;20/01/2012 17:32:47;20/01/2012 17:32:47;0;;
903;Alimentacao de Maquina;20/01/2012 17:32:47;20/01/2012 17:32:57;10;;
903;Parada de curta duracao;20/01/2012 17:32:57;20/01/2012 17:33:01;4;;
904;Maquina trabalhando;20/01/2012 17:33:02;20/01/2012 17:33:46;44;;
904;Retirada do Produto;20/01/2012 17:33:46;20/01/2012 17:33:46;0;;
904;Alimentacao de Maquina;20/01/2012 17:33:46;20/01/2012 17:33:56;10;;
904;Parada de curta duracao;20/01/2012 17:33:56;20/01/2012 17:34:01;5;;
905;Maquina trabalhando;20/01/2012 17:34:01;20/01/2012 17:34:44;43;;
905;Alimentacao de Maquina;20/01/2012 17:34:44;20/01/2012 17:34:54;10;;
905;Retirada do Produto;20/01/2012 17:34:45;20/01/2012 17:34:45;0;;
905;Parada de curta duracao;20/01/2012 17:34:54;20/01/2012 17:34:57;3;;
906;Maquina trabalhando;20/01/2012 17:34:57;20/01/2012 17:35:41;44;;
906;Retirada do Produto;20/01/2012 17:35:41;20/01/2012 17:35:41;0;;
906;Alimentacao de Maquina;20/01/2012 17:35:41;20/01/2012 17:35:51;10;;
906;Parada de curta duracao;20/01/2012 17:35:51;20/01/2012 17:35:55;4;;
907;Maquina trabalhando;20/01/2012 17:35:56;20/01/2012 17:36:39;43;;
907;Retirada do Produto;20/01/2012 17:36:39;20/01/2012 17:36:39;0;;
907;Alimentacao de Maquina;20/01/2012 17:36:39;20/01/2012 17:36:49;10;;
907;Parada de curta duracao;20/01/2012 17:36:49;20/01/2012 17:37:03;14;;
908;Maquina trabalhando;20/01/2012 17:37:03;20/01/2012 17:37:47;44;;
908;Retirada do Produto;20/01/2012 17:37:47;20/01/2012 17:37:47;0;;
908;Alimentacao de Maquina;20/01/2012 17:37:47;20/01/2012 17:37:57;10;;
908;Parada de curta duracao;20/01/2012 17:37:57;20/01/2012 17:38:02;5;;
909;Maquina trabalhando;20/01/2012 17:38:02;20/01/2012 17:38:47;45;;
909;Retirada do Produto;20/01/2012 17:38:47;20/01/2012 17:38:47;0;;
909;Alimentacao de Maquina;20/01/2012 17:38:47;20/01/2012 17:38:57;10;;
909;Parada de curta duracao;20/01/2012 17:38:57;20/01/2012 17:39:05;8;;
910;Maquina trabalhando;20/01/2012 17:39:05;20/01/2012 17:39:48;43;;
910;Retirada do Produto;20/01/2012 17:39:48;20/01/2012 17:39:48;0;;
910;Alimentacao de Maquina;20/01/2012 17:39:48;20/01/2012 17:39:58;10;;
910;Parada de curta duracao;20/01/2012 17:39:58;20/01/2012 17:40:07;9;;
911;Maquina trabalhando;20/01/2012 17:40:07;20/01/2012 17:40:50;43;;
911;Retirada do Produto;20/01/2012 17:40:50;20/01/2012 17:40:50;0;;
911;Alimentacao de Maquina;20/01/2012 17:40:50;20/01/2012 17:41:00;10;;
911;Parada de curta duracao;20/01/2012 17:41:00;20/01/2012 17:41:08;8;;
912;Maquina trabalhando;20/01/2012 17:41:08;20/01/2012 17:41:52;44;;
912;Retirada do Produto;20/01/2012 17:41:52;20/01/2012 17:41:52;0;;
912;Alimentacao de Maquina;20/01/2012 17:41:52;20/01/2012 17:42:02;10;;
912;Parada de curta duracao;20/01/2012 17:42:02;20/01/2012 17:42:10;8;;
913;Maquina trabalhando;20/01/2012 17:42:10;20/01/2012 17:42:54;44;;
913;Alimentacao de Maquina;20/01/2012 17:42:54;20/01/2012 17:43:04;10;;
913;Retirada do Produto;20/01/2012 17:42:55;20/01/2012 17:42:55;0;;
913;Parada de curta duracao;20/01/2012 17:43:04;20/01/2012 17:43:14;10;;
914;Maquina trabalhando;20/01/2012 17:43:14;20/01/2012 17:43:57;43;;
914;Alimentacao de Maquina;20/01/2012 17:43:57;20/01/2012 17:44:07;10;;
914;Retirada do Produto;20/01/2012 17:43:58;20/01/2012 17:43:58;0;;
914;Parada de curta duracao;20/01/2012 17:44:07;20/01/2012 17:44:13;6;;
915;Maquina trabalhando;20/01/2012 17:44:13;20/01/2012 17:44:56;43;;
915;Alimentacao de Maquina;20/01/2012 17:44:56;20/01/2012 17:45:06;10;;
915;Retirada do Produto;20/01/2012 17:44:57;20/01/2012 17:44:57;0;;
915;Parada de curta duracao;20/01/2012 17:45:06;20/01/2012 17:45:11;5;;
916;Maquina trabalhando;20/01/2012 17:45:11;20/01/2012 17:45:55;44;;
916;Retirada do Produto;20/01/2012 17:45:55;20/01/2012 17:45:55;0;;
916;Alimentacao de Maquina;20/01/2012 17:45:55;20/01/2012 17:46:05;10;;
916;Parada de curta duracao;20/01/2012 17:46:05;20/01/2012 17:46:17;12;;
917;Maquina trabalhando;20/01/2012 17:46:17;20/01/2012 17:47:01;44;;
917;Retirada do Produto;20/01/2012 17:47:01;20/01/2012 17:47:01;0;;
917;Alimentacao de Maquina;20/01/2012 17:47:01;20/01/2012 17:47:11;10;;
917;Parada de curta duracao;20/01/2012 17:47:11;20/01/2012 17:47:15;4;;
918;Maquina trabalhando;20/01/2012 17:47:15;20/01/2012 17:47:59;44;;
918;Retirada do Produto;20/01/2012 17:47:59;20/01/2012 17:47:59;0;;
918;Alimentacao de Maquina;20/01/2012 17:47:59;20/01/2012 17:48:09;10;;
918;Parada de curta duracao;20/01/2012 17:48:09;20/01/2012 17:48:15;6;;
919;Maquina trabalhando;20/01/2012 17:48:15;20/01/2012 17:48:59;44;;
919;Retirada do Produto;20/01/2012 17:48:59;20/01/2012 17:48:59;0;;
919;Alimentacao de Maquina;20/01/2012 17:48:59;20/01/2012 17:49:09;10;;
919;Parada de curta duracao;20/01/2012 17:49:09;20/01/2012 17:49:16;7;;
920;Maquina trabalhando;20/01/2012 17:49:16;20/01/2012 17:49:59;43;;
920;Retirada do Produto;20/01/2012 17:49:59;20/01/2012 17:49:59;0;;
920;Alimentacao de Maquina;20/01/2012 17:49:59;20/01/2012 17:50:09;10;;
920;Parada de curta duracao;20/01/2012 17:50:09;20/01/2012 17:50:13;4;;
921;Maquina trabalhando;20/01/2012 17:50:13;20/01/2012 17:50:57;44;;
921;Retirada do Produto;20/01/2012 17:50:57;20/01/2012 17:50:57;0;;
921;Conferencia de Kanban;20/01/2012 17:50:57;20/01/2012 17:54:56;239;;
922;Maquina trabalhando;20/01/2012 17:54:57;20/01/2012 17:55:42;45;;
922;Retirada do Produto;20/01/2012 17:55:42;20/01/2012 17:55:42;0;;
922;Alimentacao de Maquina;20/01/2012 17:55:42;20/01/2012 17:55:52;10;;
922;Parada de curta duracao;20/01/2012 17:55:52;20/01/2012 17:56:08;16;;
923;Maquina trabalhando;20/01/2012 17:56:08;20/01/2012 17:56:52;44;;
923;Retirada do Produto;20/01/2012 17:56:52;20/01/2012 17:56:52;0;;
923;Desgaste de ferramenta;20/01/2012 17:56:52;20/01/2012 18:02:25;333;;
924;Maquina trabalhando;20/01/2012 18:02:27;20/01/2012 18:03:10;43;;
924;Retirada do Produto;20/01/2012 18:03:10;20/01/2012 18:03:10;0;;
924;Reajustes;20/01/2012 18:03:10;20/01/2012 18:05:07;117;;
925;Maquina trabalhando;20/01/2012 18:05:09;20/01/2012 18:05:53;44;;
925;Alimentacao de Maquina;20/01/2012 18:05:53;20/01/2012 18:06:03;10;;
925;Retirada do Produto;20/01/2012 18:05:54;20/01/2012 18:05:54;0;;
925;Parada de curta duracao;20/01/2012 18:06:03;20/01/2012 18:06:07;4;;
926;Maquina trabalhando;20/01/2012 18:06:07;20/01/2012 18:06:50;43;;
926;Reajustes;20/01/2012 18:06:50;20/01/2012 18:12:39;349;;
926;Retirada do Produto;20/01/2012 18:06:51;20/01/2012 18:06:51;0;;
927;Maquina trabalhando;20/01/2012 18:12:59;20/01/2012 18:13:43;44;;
927;Retirada do Produto;20/01/2012 18:13:43;20/01/2012 18:13:43;0;;
927;Alimentacao de Maquina;20/01/2012 18:13:43;20/01/2012 18:13:53;10;;
927;Parada de curta duracao;20/01/2012 18:13:53;20/01/2012 18:14:46;53;;
928;Maquina trabalhando;20/01/2012 18:14:46;20/01/2012 18:15:30;44;;
928;Alimentacao de Maquina;20/01/2012 18:15:29;20/01/2012 18:15:39;10;;
928;Retirada do Produto;20/01/2012 18:15:30;20/01/2012 18:15:30;0;;
928;Parada de curta duracao;20/01/2012 18:15:39;20/01/2012 18:15:45;6;;
929;Maquina trabalhando;20/01/2012 18:15:45;20/01/2012 18:16:28;43;;
929;Retirada do Produto;20/01/2012 18:16:28;20/01/2012 18:16:28;0;;
929;Alimentacao de Maquina;20/01/2012 18:16:28;20/01/2012 18:16:38;10;;
929;Parada de curta duracao;20/01/2012 18:16:38;20/01/2012 18:17:06;28;;
930;Maquina trabalhando;20/01/2012 18:17:07;20/01/2012 18:17:50;43;;
930;Retirada do Produto;20/01/2012 18:17:50;20/01/2012 18:17:50;0;;
930;Alimentacao de Maquina;20/01/2012 18:17:50;20/01/2012 18:18:00;10;;
930;Parada de curta duracao;20/01/2012 18:18:00;20/01/2012 18:18:33;33;;
931;Maquina trabalhando;20/01/2012 18:18:33;20/01/2012 18:19:17;44;;
931;Retirada do Produto;20/01/2012 18:19:17;20/01/2012 18:19:17;0;;
931;Alimentacao de Maquina;20/01/2012 18:19:17;20/01/2012 18:19:27;10;;
931;Parada de curta duracao;20/01/2012 18:19:27;20/01/2012 18:19:33;6;;
932;Maquina trabalhando;20/01/2012 18:19:33;20/01/2012 18:20:16;43;;
932;Alimentacao de Maquina;20/01/2012 18:20:16;20/01/2012 18:20:26;10;;
932;Retirada do Produto;20/01/2012 18:20:17;20/01/2012 18:20:17;0;;
932;Parada de curta duracao;20/01/2012 18:20:26;20/01/2012 18:20:32;6;;
933;Maquina trabalhando;20/01/2012 18:20:32;20/01/2012 18:21:15;43;;
933;Retirada do Produto;20/01/2012 18:21:15;20/01/2012 18:21:15;0;;
933;Alimentacao de Maquina;20/01/2012 18:21:15;20/01/2012 18:21:25;10;;
933;Parada de curta duracao;20/01/2012 18:21:25;20/01/2012 18:21:30;5;;
934;Maquina trabalhando;20/01/2012 18:21:30;20/01/2012 18:22:14;44;;
934;Retirada do Produto;20/01/2012 18:22:14;20/01/2012 18:22:14;0;;
934;Alimentacao de Maquina;20/01/2012 18:22:14;20/01/2012 18:22:24;10;;
934;Parada de curta duracao;20/01/2012 18:22:24;20/01/2012 18:22:30;6;;
935;Maquina trabalhando;20/01/2012 18:22:30;20/01/2012 18:23:13;43;;
935;Conferencia de Kanban;20/01/2012 18:23:13;20/01/2012 18:27:49;276;;
935;Retirada do Produto;20/01/2012 18:23:14;20/01/2012 18:23:14;0;;
936;Maquina trabalhando;20/01/2012 19:03:47;20/01/2012 19:04:31;44;;
936;Retirada do Produto;20/01/2012 19:04:31;20/01/2012 19:04:31;0;;
936;Desgaste de ferramenta;20/01/2012 19:04:31;20/01/2012 19:09:48;317;;
937;Maquina trabalhando;20/01/2012 19:10:13;20/01/2012 19:10:56;43;;
937;Alimentacao de Maquina;20/01/2012 19:10:56;20/01/2012 19:11:06;10;;
937;Retirada do Produto;20/01/2012 19:10:57;20/01/2012 19:10:57;0;;
937;Parada de curta duracao;20/01/2012 19:11:06;20/01/2012 19:11:18;12;;
938;Maquina trabalhando;20/01/2012 19:11:18;20/01/2012 19:12:02;44;;
938;Retirada do Produto;20/01/2012 19:12:02;20/01/2012 19:12:02;0;;
938;Alimentacao de Maquina;20/01/2012 19:12:02;20/01/2012 19:12:12;10;;
938;Parada de curta duracao;20/01/2012 19:12:12;20/01/2012 19:12:20;8;;
939;Maquina trabalhando;20/01/2012 19:12:20;20/01/2012 19:13:03;43;;
939;Alimentacao de Maquina;20/01/2012 19:13:03;20/01/2012 19:13:13;10;;
939;Retirada do Produto;20/01/2012 19:13:04;20/01/2012 19:13:04;0;;
939;Parada de curta duracao;20/01/2012 19:13:13;20/01/2012 19:13:20;7;;
940;Maquina trabalhando;20/01/2012 19:13:21;20/01/2012 19:14:04;43;;
940;Retirada do Produto;20/01/2012 19:14:04;20/01/2012 19:14:04;0;;
940;Alimentacao de Maquina;20/01/2012 19:14:04;20/01/2012 19:14:14;10;;
940;Parada de curta duracao;20/01/2012 19:14:14;20/01/2012 19:15:21;67;;
941;Maquina trabalhando;20/01/2012 19:15:21;20/01/2012 19:16:05;44;;
941;Retirada do Produto;20/01/2012 19:16:05;20/01/2012 19:16:05;0;;
941;Alimentacao de Maquina;20/01/2012 19:16:05;20/01/2012 19:16:15;10;;
941;Parada de curta duracao;20/01/2012 19:16:15;20/01/2012 19:16:20;5;;
942;Maquina trabalhando;20/01/2012 19:16:20;20/01/2012 19:17:04;44;;
942;Retirada do Produto;20/01/2012 19:17:04;20/01/2012 19:17:04;0;;
942;Alimentacao de Maquina;20/01/2012 19:17:04;20/01/2012 19:17:14;10;;
942;Parada de curta duracao;20/01/2012 19:17:14;20/01/2012 19:17:18;4;;
943;Maquina trabalhando;20/01/2012 19:17:18;20/01/2012 19:18:02;44;;
943;Retirada do Produto;20/01/2012 19:18:02;20/01/2012 19:18:02;0;;
943;Alimentacao de Maquina;20/01/2012 19:18:02;20/01/2012 19:18:12;10;;
943;Parada de curta duracao;20/01/2012 19:18:12;20/01/2012 19:18:12;0;;
944;Maquina trabalhando;20/01/2012 19:18:12;20/01/2012 19:18:56;44;;
944;Retirada do Produto;20/01/2012 19:18:56;20/01/2012 19:18:56;0;;
944;Alimentacao de Maquina;20/01/2012 19:18:56;20/01/2012 19:19:06;10;;
944;Parada de curta duracao;20/01/2012 19:19:06;20/01/2012 19:19:11;5;;
945;Maquina trabalhando;20/01/2012 19:19:11;20/01/2012 19:19:55;44;;
945;Retirada do Produto;20/01/2012 19:19:55;20/01/2012 19:19:55;0;;
945;Alimentacao de Maquina;20/01/2012 19:19:55;20/01/2012 19:20:05;10;;
945;Parada de curta duracao;20/01/2012 19:20:05;20/01/2012 19:20:13;8;;
946;Maquina trabalhando;20/01/2012 19:20:13;20/01/2012 19:20:57;44;;
946;Retirada do Produto;20/01/2012 19:20:57;20/01/2012 19:20:57;0;;
946;Alimentacao de Maquina;20/01/2012 19:20:57;20/01/2012 19:21:07;10;;
946;Parada de curta duracao;20/01/2012 19:21:07;20/01/2012 19:21:14;7;;
947;Maquina trabalhando;20/01/2012 19:21:14;20/01/2012 19:21:58;44;;
947;Retirada do Produto;20/01/2012 19:21:58;20/01/2012 19:21:58;0;;
947;Alimentacao de Maquina;20/01/2012 19:21:58;20/01/2012 19:22:08;10;;
947;Parada de curta duracao;20/01/2012 19:22:08;20/01/2012 19:22:15;7;;
948;Maquina trabalhando;20/01/2012 19:22:15;20/01/2012 19:22:59;44;;
948;Retirada do Produto;20/01/2012 19:22:59;20/01/2012 19:22:59;0;;
948;Alimentacao de Maquina;20/01/2012 19:22:59;20/01/2012 19:23:09;10;;
948;Parada de curta duracao;20/01/2012 19:23:09;20/01/2012 19:24:11;62;;
949;Maquina trabalhando;20/01/2012 19:24:11;20/01/2012 19:24:55;44;;
949;Retirada do Produto;20/01/2012 19:24:55;20/01/2012 19:24:55;0;;
949;Alimentacao de Maquina;20/01/2012 19:24:55;20/01/2012 19:25:05;10;;
949;Parada de curta duracao;20/01/2012 19:25:05;20/01/2012 19:25:18;13;;
950;Maquina trabalhando;20/01/2012 19:25:18;20/01/2012 19:26:02;44;;
950;Retirada do Produto;20/01/2012 19:26:02;20/01/2012 19:26:02;0;;
950;Alimentacao de Maquina;20/01/2012 19:26:02;20/01/2012 19:26:12;10;;
950;Parada de curta duracao;20/01/2012 19:26:12;20/01/2012 19:26:18;6;;
951;Maquina trabalhando;20/01/2012 19:26:19;20/01/2012 19:27:02;43;;
951;Retirada do Produto;20/01/2012 19:27:02;20/01/2012 19:27:02;0;;
951;Alimentacao de Maquina;20/01/2012 19:27:02;20/01/2012 19:27:12;10;;
951;Parada de curta duracao;20/01/2012 19:27:12;20/01/2012 19:27:19;7;;
952;Maquina trabalhando;20/01/2012 19:27:19;20/01/2012 19:28:02;43;;
952;Alimentacao de Maquina;20/01/2012 19:28:02;20/01/2012 19:28:12;10;;
952;Retirada do Produto;20/01/2012 19:28:03;20/01/2012 19:28:03;0;;
952;Parada de curta duracao;20/01/2012 19:28:12;20/01/2012 19:28:19;7;;
953;Maquina trabalhando;20/01/2012 19:28:19;20/01/2012 19:29:03;44;;
953;Retirada do Produto;20/01/2012 19:29:03;20/01/2012 19:29:03;0;;
953;Alimentacao de Maquina;20/01/2012 19:29:03;20/01/2012 19:29:13;10;;
953;Parada de curta duracao;20/01/2012 19:29:13;20/01/2012 19:29:32;19;;
954;Maquina trabalhando;20/01/2012 19:29:32;20/01/2012 19:30:16;44;;
954;Reajustes;20/01/2012 19:30:15;20/01/2012 19:32:07;112;;
954;Retirada do Produto;20/01/2012 19:30:16;20/01/2012 19:30:16;0;;
955;Maquina trabalhando;20/01/2012 19:32:09;20/01/2012 19:32:52;43;;
955;Retirada do Produto;20/01/2012 19:32:52;20/01/2012 19:32:52;0;;
955;Alimentacao de Maquina;20/01/2012 19:32:52;20/01/2012 19:33:02;10;;
955;Parada de curta duracao;20/01/2012 19:33:02;20/01/2012 19:33:14;12;;
956;Maquina trabalhando;20/01/2012 19:33:15;20/01/2012 19:33:58;43;;
956;Retirada do Produto;20/01/2012 19:33:58;20/01/2012 19:33:58;0;;
956;Alimentacao de Maquina;20/01/2012 19:33:58;20/01/2012 19:34:08;10;;
956;Parada de curta duracao;20/01/2012 19:34:08;20/01/2012 19:34:14;6;;
957;Maquina trabalhando;20/01/2012 19:34:15;20/01/2012 19:34:58;43;;
957;Retirada do Produto;20/01/2012 19:34:58;20/01/2012 19:34:58;0;;
957;Alimentacao de Maquina;20/01/2012 19:34:58;20/01/2012 19:35:08;10;;
957;Parada de curta duracao;20/01/2012 19:35:08;20/01/2012 19:35:20;12;;
958;Maquina trabalhando;20/01/2012 19:35:20;20/01/2012 19:36:03;43;;
958;Alimentacao de Maquina;20/01/2012 19:36:03;20/01/2012 19:36:13;10;;
958;Retirada do Produto;20/01/2012 19:36:04;20/01/2012 19:36:04;0;;
958;Parada de curta duracao;20/01/2012 19:36:13;20/01/2012 19:36:21;8;;
959;Maquina trabalhando;20/01/2012 19:36:21;20/01/2012 19:37:05;44;;
959;Retirada do Produto;20/01/2012 19:37:05;20/01/2012 19:37:05;0;;
959;Alimentacao de Maquina;20/01/2012 19:37:05;20/01/2012 19:37:15;10;;
959;Parada de curta duracao;20/01/2012 19:37:15;20/01/2012 19:37:22;7;;
960;Maquina trabalhando;20/01/2012 19:37:23;20/01/2012 19:38:06;43;;
960;Retirada do Produto;20/01/2012 19:38:06;20/01/2012 19:38:06;0;;
960;Reajustes;20/01/2012 19:38:06;20/01/2012 19:40:09;123;;
961;Maquina trabalhando;20/01/2012 19:40:11;20/01/2012 19:40:55;44;;
961;Retirada do Produto;20/01/2012 19:40:55;20/01/2012 19:40:55;0;;
961;Alimentacao de Maquina;20/01/2012 19:40:55;20/01/2012 19:41:05;10;;
961;Parada de curta duracao;20/01/2012 19:41:05;20/01/2012 19:41:08;3;;
962;Maquina trabalhando;20/01/2012 19:41:08;20/01/2012 19:41:51;43;;
962;Retirada do Produto;20/01/2012 19:41:51;20/01/2012 19:41:51;0;;
962;Alimentacao de Maquina;20/01/2012 19:41:51;20/01/2012 19:42:01;10;;
962;Parada de curta duracao;20/01/2012 19:42:01;20/01/2012 19:42:09;8;;
963;Maquina trabalhando;20/01/2012 19:42:09;20/01/2012 19:42:53;44;;
963;Retirada do Produto;20/01/2012 19:42:53;20/01/2012 19:42:53;0;;
963;Alimentacao de Maquina;20/01/2012 19:42:53;20/01/2012 19:43:03;10;;
963;Parada de curta duracao;20/01/2012 19:43:03;20/01/2012 19:43:08;5;;
964;Maquina trabalhando;20/01/2012 19:43:08;20/01/2012 19:43:52;44;;
964;Retirada do Produto;20/01/2012 19:43:52;20/01/2012 19:43:52;0;;
964;Alimentacao de Maquina;20/01/2012 19:43:52;20/01/2012 19:44:02;10;;
964;Parada de curta duracao;20/01/2012 19:44:02;20/01/2012 19:44:06;4;;
965;Maquina trabalhando;20/01/2012 19:44:07;20/01/2012 19:44:50;43;;
965;Retirada do Produto;20/01/2012 19:44:50;20/01/2012 19:44:50;0;;
965;Alimentacao de Maquina;20/01/2012 19:44:50;20/01/2012 19:45:00;10;;
965;Parada de curta duracao;20/01/2012 19:45:00;20/01/2012 19:45:11;11;;
966;Maquina trabalhando;20/01/2012 19:45:11;20/01/2012 19:45:54;43;;
966;Alimentacao de Maquina;20/01/2012 19:45:54;20/01/2012 19:46:04;10;;
966;Retirada do Produto;20/01/2012 19:45:55;20/01/2012 19:45:55;0;;
966;Parada de curta duracao;20/01/2012 19:46:04;20/01/2012 19:46:11;7;;
967;Maquina trabalhando;20/01/2012 19:46:11;20/01/2012 19:46:55;44;;
967;Retirada do Produto;20/01/2012 19:46:55;20/01/2012 19:46:55;0;;
967;Alimentacao de Maquina;20/01/2012 19:46:55;20/01/2012 19:47:05;10;;
967;Parada de curta duracao;20/01/2012 19:47:05;20/01/2012 19:47:23;18;;
968;Maquina trabalhando;20/01/2012 19:47:23;20/01/2012 19:48:07;44;;
968;Retirada do Produto;20/01/2012 19:48:07;20/01/2012 19:48:07;0;;
968;Alimentacao de Maquina;20/01/2012 19:48:07;20/01/2012 19:48:17;10;;
968;Parada de curta duracao;20/01/2012 19:48:17;20/01/2012 19:48:28;11;;
969;Maquina trabalhando;20/01/2012 19:48:28;20/01/2012 19:49:12;44;;
969;Retirada do Produto;20/01/2012 19:49:12;20/01/2012 19:49:12;0;;
969;Alimentacao de Maquina;20/01/2012 19:49:12;20/01/2012 19:49:22;10;;
969;Parada de curta duracao;20/01/2012 19:49:22;20/01/2012 19:49:33;11;;
970;Maquina trabalhando;20/01/2012 19:49:33;20/01/2012 19:50:16;43;;
970;Retirada do Produto;20/01/2012 19:50:16;20/01/2012 19:50:16;0;;
970;Alimentacao de Maquina;20/01/2012 19:50:16;20/01/2012 19:50:26;10;;
970;Parada de curta duracao;20/01/2012 19:50:26;20/01/2012 19:51:02;36;;
971;Maquina trabalhando;20/01/2012 19:51:02;20/01/2012 19:51:46;44;;
971;Retirada do Produto;20/01/2012 19:51:46;20/01/2012 19:51:46;0;;
971;Alimentacao de Maquina;20/01/2012 19:51:46;20/01/2012 19:51:56;10;;
971;Parada de curta duracao;20/01/2012 19:51:56;20/01/2012 19:52:03;7;;
972;Maquina trabalhando;20/01/2012 19:52:03;20/01/2012 19:52:46;43;;
972;Retirada do Produto;20/01/2012 19:52:46;20/01/2012 19:52:46;0;;
972;Alimentacao de Maquina;20/01/2012 19:52:46;20/01/2012 19:52:56;10;;
973;Maquina trabalhando;20/01/2012 19:52:57;20/01/2012 19:53:40;43;;
973;Retirada do Produto;20/01/2012 19:53:40;20/01/2012 19:53:40;0;;
973;Alimentacao de Maquina;20/01/2012 19:53:40;20/01/2012 19:53:50;10;;
973;Parada de curta duracao;20/01/2012 19:53:50;20/01/2012 19:53:55;5;;
974;Maquina trabalhando;20/01/2012 19:53:56;20/01/2012 19:54:40;44;;
974;Retirada do Produto;20/01/2012 19:54:40;20/01/2012 19:54:40;0;;
974;Alimentacao de Maquina;20/01/2012 19:54:40;20/01/2012 19:54:50;10;;
974;Parada de curta duracao;20/01/2012 19:54:50;20/01/2012 19:55:07;17;;
975;Maquina trabalhando;20/01/2012 19:55:07;20/01/2012 19:55:51;44;;
975;Retirada do Produto;20/01/2012 19:55:51;20/01/2012 19:55:51;0;;
975;Alimentacao de Maquina;20/01/2012 19:55:51;20/01/2012 19:56:01;10;;
975;Parada de curta duracao;20/01/2012 19:56:01;20/01/2012 19:56:48;47;;
976;Maquina trabalhando;20/01/2012 19:56:48;20/01/2012 19:57:31;43;;
976;Alimentacao de Maquina;20/01/2012 19:57:31;20/01/2012 19:57:41;10;;
976;Retirada do Produto;20/01/2012 19:57:32;20/01/2012 19:57:32;0;;
976;Parada de curta duracao;20/01/2012 19:57:41;20/01/2012 19:57:55;14;;
